tweet_id,keyword,location,tweet_text,target,sentiment,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
10,ablaze,Unknown,Images showing the havoc caused by the #Cameroon military as they torched houses in #Oku.The shameless military is reported…,1,Negative,-0.9170232759788632,0.9214960336685181,0.07403109967708588,0.004472757689654827
11,ablaze,Unknown,Social media went bananas after Chuba Hubbard announced Monday evening his plans to return to #okstate. https://t.co/peN…,0,Neutral,-0.16228650882840157,0.18923528492450714,0.7838159799575806,0.026948776096105576
12,ablaze,Unknown,Hausa youths set Area Office of Apapa-Iganmu Local Council Development Area ablaze. Okada Riders stormed the LG area office…,1,Negative,-0.5947368778288364,0.6110455393791199,0.3726457953453064,0.016308661550283432
13,ablaze,HYDERABAD,Under #MamataBanerjee political violence &amp; vandalism continues to unabated in West Bengal! office in Asanol was…,1,Negative,-0.8986898590810597,0.9041822552680969,0.09032535552978516,0.0054923961870372295
14,ablaze,"Reno, NV","AMEN! Set the whole system ablaze, man. https://t.co/J08xHDcGbD",0,Positive,0.43855440616607666,0.11124956607818604,0.3389464318752289,0.5498039722442627
15,ablaze,Unknown,Images showing the havoc caused by the #Cameroon military as they torched houses in #Oku.The shameless military is… https://t.co/gIwZCH533D,1,Negative,-0.9192006117664278,0.9234663844108582,0.0722678005695343,0.004265772644430399
16,ablaze,Unknown,No cows today but our local factory is sadly still ablaze #REDJanuary2020 https://t.co/CMyuKzrcKz,1,Negative,-0.8481957074254751,0.8584473729133606,0.13130086660385132,0.010251665487885475
17,ablaze,Unknown,Rengoku sets my heart ablaze😔❤️🔥 P.s. I missed this style of coloring I do so here it is c: #鬼滅の刃 https://t.co/YrUF9g68s0,0,Positive,0.9523300705477595,0.008588534779846668,0.03049292229115963,0.9609186053276062
18,ablaze,Worldwide,paulzizkaphoto: “Rundle Ablaze” Wishing you all a good evening... https://t.co/d0NlME1HQz https://t.co/hlVlT6qiIp,0,Positive,0.945563433226198,0.002186777535825968,0.050063081085681915,0.9477502107620239
19,ablaze,Unknown,French cameroun set houses ablaze in Ndu and roasted two young boys in their homes in #targeted killings in a #GenocideInSou…,1,Negative,-0.8797977678477764,0.884387731552124,0.1110222190618515,0.0045899637043476105
20,ablaze,Unknown,Cameroon's #BIR soldiers on the 05/01/2020 invaded the #SouthernCameroons Village of Kimar - So setting ablaze a total of…,1,Negative,-0.7368260091170669,0.742777407169342,0.2512710988521576,0.005951398052275181
21,ablaze,Unknown,As fires ablaze throughout the land/as the prophosized apocalypse comes to fruition/not a building standing/as we all come st…,1,Negative,-0.5693899653851986,0.5964921116828918,0.3764057159423828,0.027102146297693253
22,ablaze,Italy,"#ThankfulTuesday Isaiah 43:2 When you pass through the waters, I will be with you; and when you pass through the r… https://t.co/jEp3L1oU36",0,Positive,0.892063137376681,0.0032652055379003286,0.10140644758939743,0.8953283429145813
23,ablaze,"` ˗ˏˋ i'm⠀waiting⠀for⠀you⠀to⠀pour⠀my⠀𝘀𝗶𝗻𝘀⠀onto⠀me⠀;⠀call⠀me⠀your⠀𝘭𝘰𝘷𝘦𝘳⠀whispering⠀hymns⠀to⠀my⠀ear⠀,⠀crucify⠀me⠀in⠀claims⠀of⠀praising⠀me .","⠀⠀When you walk through the fire, ⠀⠀you will not be scorched, and the ⠀⠀flames will not set you ablaze. ──── product…",0,Neutral,0.22904927656054497,0.028622914105653763,0.7137048244476318,0.25767219066619873
24,ablaze,Okielahoma,Originally they were intended to be fired at boarders or the opposing ship's crew from gunners in the ships's riggi… https://t.co/z5vPwuyBCL,1,Neutral,-0.13199449889361858,0.15027739107608795,0.8314396739006042,0.018282892182469368
25,ablaze,Unknown,Warm greetings to all on the occasion of #Lohri. As winter passes by may everyone's woes and troubles be set ablaze in t…,0,Positive,0.8777497233822942,0.01147432904690504,0.09930162876844406,0.8892240524291992
26,ablaze,Unknown,"Another arson in Njikom,Boyo,NWR. The ambazombies yesterday 13/1/2020 set ablaze the Council building. Which country in the wo…",1,Negative,-0.8104583523236215,0.8176922798156738,0.1750738024711609,0.007233927492052317
27,ablaze,Havana 3am,"Another public market in #Haiti mysteriously set ablaze. The independent merchants, who are overwhelmingly women, become…",1,Negative,-0.7918520150706172,0.7991354465484619,0.19358108937740326,0.007283431477844715
28,ablaze,Unknown,that is kind true sadly,0,Negative,-0.8238545702770352,0.8362666964530945,0.1513211727142334,0.012412126176059246
29,ablaze,Unknown,I swear that jam will set the world ablaze,0,Negative,-0.4862748011946678,0.6111069917678833,0.26406076550483704,0.12483219057321548
30,ablaze,Unknown,"Marivan, Kurdistan Province Monday, Jan 13th, 2020 Protesters set the propaganda banner of #QassemSoleimani ablaze. #I…",1,Negative,-0.7627908461727202,0.7696420550346375,0.22350670397281647,0.006851208861917257
31,ablaze,"Washington, DC","Marivan, Kurdistan Province Monday, Jan 13th, 2020 Protesters set the propaganda banner of #QassemSoleimani ablaze… https://t.co/IVGCYJZlmK",1,Negative,-0.6382454410195351,0.6467841267585754,0.3446771502494812,0.008538685739040375
32,ablaze,India,How can you turn a blind eye to the icident of setting ablaze more than 50 houses of H… https://t.co/UD84oQxg9K,1,Negative,-0.7732634483836591,0.780637800693512,0.21198783814907074,0.0073743523098528385
33,ablaze,"Salta, Argentina","This love is so completely crazy. You've been fucking with my dreams, ripped me like your torn up jeans. I don't ev… https://t.co/GCVYW5eZkb",0,Negative,-0.8850853815674782,0.8974047303199768,0.09027596563100815,0.012319348752498627
34,accident,Wherever socks go in the dryer,Terms in A Demon Burning Dark: The Ruined: People who cannot use magic or interact with it without some harm or ac… https://t.co/ZEDawOfuu4,0,Negative,-0.681116689927876,0.6889642477035522,0.3031882643699646,0.00784755777567625
35,accident,Kuala Lumpur,"📷 Heartfelt appreciation to Prime Minister YAB Tun Dr. wife, YABhg. Tun Dr. Siti Hasmah Mohd Ali fo… https://t.co/YOwUp1BYUP",0,Positive,0.8499295427463949,0.003482608590275049,0.14310525357723236,0.8534121513366699
36,accident,Unknown,"#WATCH Former CM Akhilesh Yadav who went to meet injured of Kannauj accident, at a hospital in Chhibramau asks Emergency Med…",1,Neutral,-0.07908469252288342,0.09938465058803558,0.880315363407135,0.02029995806515217
37,accident,"Sydney, New South Wales",❤️❤️❤️ he gave us everything... He had a horrible foot infection once so wore one thong… https://t.co/mA9sFl6Shw,0,Positive,0.7393204905092716,0.04989292845129967,0.16089361906051636,0.7892134189605713
38,accident,Nigeria,"😁yeah! His new swag is on point 100%, since the accident! Like this is a totally transformed Bob…",0,Positive,0.9724219900090247,0.0037956375163048506,0.01998676359653473,0.9762176275253296
39,accident,"Davanagere, India","This is cool and all these days I have been doing ""git push origin CURRENT_BRANCH_NAME"". You know that… https://t.co/mr0YAGEWqj",0,Positive,0.965850580483675,0.002925645560026169,0.028298089280724525,0.9687762260437012
40,accident,"Lyndhurst, OH",#Preorder #newrelease today! 12 witnesses connected to or investigating #THENUTCRACKERCONSPIRACY have died either in a…,1,Negative,-0.8144284915179014,0.8246534466743469,0.1651216745376587,0.010224955156445503
41,accident,"Covina, Ca",my back and neck are still fucked up from the accident 😡😡😭😭,0,Negative,-0.95000487472862,0.9554076194763184,0.03918958455324173,0.005402744747698307
42,accident,"Colorado, Brighton",RT! Prince Harry just confirmed that his mother’s (Princess Diana) death was not an accident! https://t.co/1ADe3uZ3eR,1,Neutral,0.41397931799292564,0.016937468200922012,0.5521456599235535,0.43091678619384766
43,accident,Unknown,Note to Democrats: It’s not a Muslim ban. Islam is not a race. Soleimani was a terrorist &amp; was exterminated not assas…,0,Negative,-0.82521977648139,0.8319861888885498,0.16124741733074188,0.006766412407159805
44,accident,"North Carolina, USA",Juwan Johnson/Oregon is one big dude. Looks like a tight end stuck in the receiver group by accident.,0,Neutral,-0.2891429662704468,0.3809454143047333,0.5272520780563354,0.0918024480342865
45,accident,kurger bing,More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…,0,Neutral,0.043680766597390175,0.030011391267180443,0.8962964415550232,0.07369215786457062
46,accident,"Faridabad, India","The speeding car rammed into a group of people, who were returning after attending a temple festival of Ayyappan Kavu in Thum…",1,Neutral,-0.44187747687101364,0.4581848978996277,0.5255076885223389,0.016307421028614044
47,accident,60,My friend (an army) just lost her father in an accident and her mom right now is still unconscious. Please pray for her mo…,1,Negative,-0.7287953402847052,0.7488566637039185,0.2310819774866104,0.020061323419213295
48,accident,ngovhela Mahunguni,MLINDO THE VOCALIST IN ANOTHER CAR ACCIDENT https://t.co/BXR9rEgAk6,1,Neutral,-0.38584694638848305,0.41053149104118347,0.5647839307785034,0.024684544652700424
49,accident,Unknown,"“There are no greater treasures than the highest human qualities such as compassion, courage and hope. Not even tragic accide…",0,Positive,0.8908418547362089,0.014714406803250313,0.07972929626703262,0.9055562615394592
50,accident,Germany,Please help our friends in - they have had a non fault accident that's resulted in their vehicle being writte…,0,Neutral,-0.38128097355365753,0.44742465019226074,0.48643162846565247,0.06614367663860321
51,accident,"South Beach, FL",When you hurt your younger sibling by “accident” https://t.co/DAMTEoQtZU,0,Negative,-0.7213234752416611,0.7298098206520081,0.2617037892341614,0.008486345410346985
52,accident,"London, United Kingdom",David Cameron’s decision to hold a referendum expressed in the medium of a road traffic accident. https://t.co/XATYHFtXoa,1,Neutral,-0.18960130773484707,0.20544248819351196,0.7787163257598877,0.015841180458664894
53,accident,"Phoenix, AZ 85017",An auto accident injury can set a process in motion that can get complicated. Find out how long it takes to settle… https://t.co/GQp5tv03dF,1,Negative,-0.5158460177481174,0.5321953296661377,0.45145535469055176,0.01634931191802025
54,accident,"England, UK",no one has the right to call a baby an accident. jd himself called it a blessing. he used the loveliest word to describe what…,0,Neutral,0.08648999035358429,0.21807436645030975,0.4773613512516022,0.30456435680389404
55,accident,"Melbourne, Australia",I actually posted this by accident to twitter but have decided this can stay,0,Neutral,-0.057451508939266205,0.13235028088092804,0.7927510142326355,0.07489877194166183
56,accident,"Pearland, TX",Question: let’s say you are happily married and your husband dies in a tragic accident. You are deveststed but this pussy not…,0,Negative,-0.703047608025372,0.7175524234771729,0.26794278621673584,0.014504815451800823
57,accident,Africa,The Kampala Metropolitan East has in custody two suspects who allegedly strangled to death a passenger… https://t.co/9v77Vm51vw,1,Negative,-0.5351759241893888,0.5434103608131409,0.44835519790649414,0.008234436623752117
58,accident,"California, USA","In completely available public information , the fires were mostly started by humans on purpose or on accident with th…",0,Neutral,-0.366717329248786,0.39023590087890625,0.5862455368041992,0.023518571630120277
59,accident,Unknown,During my PhD there was a colleague who went out of her way to bully and cause work discomfort for me. I… https://t.co/G3hivXZo8T,0,Negative,-0.8698813593946397,0.8765316009521484,0.11681821942329407,0.006650241557508707
60,accident,"Kerala, India","The speeding car rammed into a group of people, who were returning after attending a temple festival of Ayyappan Ka… https://t.co/e3bBlaVDDA",1,Neutral,-0.4416731633245945,0.4565906822681427,0.5284917950630188,0.014917518943548203
61,accident,"Staffordshire,England","6yr old Bella needs a new home due to an incident that was an accident, she can live with older kids and in the right ho…",0,Neutral,-0.11946288496255875,0.23004963994026184,0.6593635678291321,0.1105867549777031
62,accident,Unknown,"👀Look at this shit,😠she need her little ass whooped before she hit somebody by accident. #lecheminduroi #bransoncognac #starzge…",0,Negative,-0.9480825737118721,0.9537163972854614,0.040649816393852234,0.005633823573589325
63,accident,"Port Harcourt, Nigeria",You're not an accident on the earth. You're God's divinely crafted masterpiece. He designed you with a destiny in v… https://t.co/KfC7Tpwuj6,0,Positive,0.8405539039522409,0.010868703946471214,0.13770872354507446,0.8514226078987122
64,accident,Unknown,Iran Says That They Shot Down Ukraine International Flight 172 By Accident. Here is an Picture of that Aircraft in… https://t.co/COdnYq77uZ,1,Negative,-0.5560296517796814,0.5630197525024414,0.42999014258384705,0.006990100722759962
65,accident,Everywhere,Saw this truck with the container almost falling off this morning. Reported…,1,Negative,-0.6726576779037714,0.6821959614753723,0.3082658052444458,0.009538283571600914
66,accident,"Ann Arbor, MI",Judge less smile more. It isn’t the oldest profession by accident lol,0,Neutral,0.021805033087730408,0.22535549104213715,0.5274839997291565,0.24716052412986755
67,aftershock,Global,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/SF2wBVd5me,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
68,aftershock,"Puerto Rico, USA",3.6 aftershock at 4:05 am. I was asleep and the movement of my bed woke me up. Not so scary but I wish they weren't… https://t.co/LA2mwCLXhf,1,Negative,-0.6138540115207434,0.6389018297195435,0.3360503911972046,0.025047818198800087
69,aftershock,In the mind of haters.,"Good Night my friends, As per USGS, the new 5.9 quake in this morning caused the 7-day aftershock forecast to change.…",1,Neutral,-0.009988456964492798,0.08408757299184799,0.8418133854866028,0.0740991160273552
70,aftershock,Czech Republic,Yea it wasnt that long she killed me in like 6 or 7 seconds but not sure would have to… https://t.co/pexyxYJoFM,0,Neutral,-0.43781406804919243,0.4787517488002777,0.4803105890750885,0.04093768075108528
71,aftershock,USA,Honored to have an essay in #AfterShock Marking the 50th anniversary of Alvin Toffler’s Future Shock Compendium of essays in t…,0,Positive,0.9215680495835841,0.0022347434423863888,0.07396242022514343,0.9238027930259705
72,aftershock,Unknown,TICKETS ON SALE!!!!!!!!!! - Aftershock https://t.co/kQHMzbgmvk #nowplaying #k4hdradio,0,Positive,0.5356383454054594,0.004347728565335274,0.455666184425354,0.5399860739707947
73,aftershock,"Bay Area, CA",Come with us to Aftershock!,0,Positive,0.5952779185026884,0.004386173561215401,0.39594975113868713,0.5996640920639038
74,aftershock,"Great Southwest, U.S.A.",o_O ! I think I felt your aftershock,0,Neutral,0.04339288920164108,0.09581809490919113,0.7649709582328796,0.13921098411083221
75,aftershock,"Katowice, Poland",A quick comparison of the ongoing 2020 M6.4 Puerto Rico earthquake sequence and the 2003 M6.5 Central California sequenc…,1,Neutral,-0.0034747086465358734,0.028523599728941917,0.946427583694458,0.025048891082406044
76,aftershock,Unknown,"Why are Puerto Ricans refusing to go home? Aside from the 5.4 aftershock just now, the ground in southwest Puerto Rico has…",1,Negative,-0.7431771252304316,0.7493836283683777,0.24440982937812805,0.006206503137946129
77,aftershock,Toronto,2010 - Inception. The Social Network. Easy A. Black Swan. Toy Story 3. The Kids are All Right. Aftershock.,0,Neutral,0.2166165024973452,0.006383800413459539,0.7706159949302673,0.22300030291080475
78,aftershock,Texas,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/rrTNTMA8NR,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
79,aftershock,são paulo -sp,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/wW3CdsvDV2,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
80,aftershock,"Philippines ,From America",A other Hard hit https://t.co/x3e2mf6DKo,0,Neutral,0.06271432712674141,0.037086036056280136,0.8631137013435364,0.09980036318302155
81,aftershock,Islamabad,"Musharaf verdict was just mild aftershock of extension, one should not worry what comes after extention.",0,Neutral,-0.1540784016251564,0.2111024260520935,0.731873631477356,0.0570240244269371
82,aftershock,"Flatbush, Brooklyn",Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/vRAdkSZaLn,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
83,aftershock,"Surabaya, Indonesia",Kumera yellow Aftershock #PH19FOSSIL featured in bankbtn Good Living magazine Photography Stylist shino… https://t.co/V9LJ65ttzR,0,Neutral,0.07045607268810272,0.01856965571641922,0.8924046158790588,0.08902572840452194
84,aftershock,Unknown,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/MMxXzwBpaF,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
85,aftershock,NYC,Please pray for #PuertoRico!!!!! https://t.co/uWqP2yNohW,0,Positive,0.6613453757017851,0.017799662426114082,0.3030552566051483,0.6791450381278992
86,aftershock,ethers,Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/lRTLlbB9TV,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
87,aftershock,"Ковров, Россия",И снова о кризисе демографии (Yakov_Z) https://t.co/BlgYuNumDG,0,Neutral,0.01597520336508751,0.042965974658727646,0.8980929255485535,0.058941178023815155
88,aftershock,"Planet Eyal, Shandral System",Darkake(7 yeek possessor) was killed by possession aftershock on Ritches Tunnels 2. https://t.co/AZoiZicsDe,1,Negative,-0.6847969824448228,0.692947506904602,0.29890191555023193,0.008150524459779263
89,aftershock,Unknown,Check out my latest video... SUPERZERO VOL. 1 - CLOSER LOOK https://t.co/T36KGXJdvY A closer look at SUPERZERO VOL. 1 by Am…,0,Neutral,0.1736689491663128,0.003180445870384574,0.8199701905250549,0.1768493950366974
90,aftershock,Unknown,Might be a small aftershock. I didn't feel anything,0,Neutral,-0.31855523213744164,0.3638720214366913,0.5908111333847046,0.04531678929924965
91,aftershock,"Brooklyn, NY","Stay informed, stay engaged with whats going on in #PuertoRico after the #earthquake The USGS’ 30-Day aftershock s… https://t.co/bYIBfpLHYg",0,Neutral,0.03220927156507969,0.020032351836562157,0.9277260303497314,0.052241623401641846
92,aftershock,Unknown,This isnt good. I feel for the people of Puerto Rico https://t.co/gZC7TYroxS,0,Negative,-0.9358299789018929,0.9410036206245422,0.05382264778017998,0.005173641722649336
93,aftershock,"Melbourne, Victoria","Aftershock Vapor 15 Pro Review – Aussie, Aussie, Aussie https://t.co/pWNq3VAr2r #PowerUpAU",0,Neutral,0.10289851389825344,0.010726409032940865,0.8756486177444458,0.1136249229311943
94,aftershock,Unknown,Puerto Rico Worker explains Earthquake aftershock. Pleading to go viral https://t.co/hhfjQNLEt8 via,0,Neutral,-0.04807093366980553,0.10360556095838547,0.8408597707748413,0.05553462728857994
95,aftershock,Piscataway land // DC,this is an unfathomable number. I lived through a large earthquake and we slept under the table for one terrible night…,0,Negative,-0.9242284493520856,0.9316075444221497,0.06101330369710922,0.007379095070064068
96,aftershock,DEPRESSED VIBES,nah I need calm down 💀 https://t.co/eOKphShN5R,0,Negative,-0.43699270486831665,0.5039592385292053,0.4290741980075836,0.06696653366088867
97,aftershock,Unknown,thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,0,Negative,-0.6720446953549981,0.6873037815093994,0.29743704199790955,0.015259086154401302
98,aftershock,Unknown,"If two quakes have about the same magnitude, you cannot say one is the other's preshock or aftershock. Only when one is obv…",0,Neutral,-0.18803675286471844,0.21875105798244476,0.7505346536636353,0.030714305117726326
99,aftershock,Unknown,"An M4+~M5+ aftershock happens within 15 days after an M5+~M6+ main shock. If you can predict it, then you can say it is an…",1,Neutral,-0.022330787032842636,0.08408195525407791,0.8541668653488159,0.061751168221235275
100,aftershock,Unknown,I don't think Silivri M4.8 is an aftershock of the Silivri M5.7 a few months ago. 😀 Quake professors always say such nonsen…,0,Neutral,-0.4225544445216656,0.46271196007728577,0.49713051319122314,0.040157515555620193
101,aftershock,"Bum Fuck, California",I think it’s an aftershock from ’s lyrical beat down. Brent never recovered.,0,Negative,-0.7183898510411382,0.7273286581039429,0.2637326121330261,0.008938807062804699
102,aftershock,Unknown,Apex is all about separating from Monarch. They’re “separation. Well from my theory on how MechaGod… https://t.co/aBzDKqocPv,0,Neutral,0.024327009916305542,0.06299671530723572,0.8496795296669006,0.08732372522354126
103,aftershock,"fresno, ca",thinking about how some1 spat blood at me during Marilyn Manson’s set at aftershock 👁👁,0,Negative,-0.6720446953549981,0.6873037815093994,0.29743704199790955,0.015259086154401302
104,aftershock,Unknown,Or sending my mate Simon to the bar and asking for a Guiness but ending up with a Carlsberg Export and a Mint After…,0,Neutral,-0.0608036145567894,0.09991306811571121,0.8609775304794312,0.039109453558921814
105,aftershock,Unknown,#USGS #earthquake experts are in #PuertoRico installing temporary seismometers to help track seismic events including a Jan. 7 ma…,0,Neutral,0.02243726048618555,0.011138456873595715,0.9552857875823975,0.033575717359781265
106,aftershock,"Wilmington, NC- USA",Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/P9Th3vpTak,1,Neutral,-0.2155724335461855,0.23715491592884064,0.741262674331665,0.021582482382655144
107,aftershock,"Dream big ,NYC , FL\LA✈️✨💼😎","Over the weekend, Puerto Rico was struck by a 5.9 aftershock, causing more damage to homes and schools and leaving thou…",1,Negative,-0.6668226886540651,0.677488386631012,0.31184595823287964,0.01066569797694683
108,aftershock,DEPRESSED VIBES,How could you leave when I gave you my all 💔,0,Negative,-0.7518195882439613,0.7781333327293396,0.1955530047416687,0.026313744485378265
109,aftershock,Unknown,"For the full experience, start with this one, 1st in the series. Food was running low. To save the young, the governor…",0,Neutral,-0.02594935894012451,0.1429251879453659,0.7400990128517151,0.1169758290052414
110,aftershock,NYC,The magnitude 5.9 quake in #PuertoRico this morning caused our 7-day aftershock forecast to change. We now estimate an increased…,1,Neutral,-0.43969737365841866,0.45762309432029724,0.5244511961936951,0.017925720661878586
111,aftershock,10.28.33N / 066.57.79W,We continue to update our 30-day aftershock forecast scenarios for #PuertoRico. Forecasts are posted in both English https://t.co…,0,Neutral,0.09012381080538034,0.004309779964387417,0.9012566208839417,0.09443359076976776
112,aftershock,"Texas, USA",Another 6.0 aftershock has hit Puerto Rico after last night. People cannot go home if they even have one. They have no po…,1,Negative,-0.8739953595213592,0.8814151883125305,0.11116501688957214,0.007419828791171312
113,aftershock,"St Augustine, FL",Aftershock comics. We prefer working in partnership with our creators to build out that team from the ground up.,0,Neutral,0.3824138958007097,0.023602543398737907,0.5703810453414917,0.40601643919944763
114,aftershock,RVA✈️FLA,Did the other earthquake/aftershock mess up the power again?!,0,Negative,-0.8279558662325144,0.8367319107055664,0.15449199080467224,0.008776044473052025
115,aftershock,PA,Aftershock forecast for Puerto Rico,0,Neutral,-0.11177323386073112,0.1453513205051422,0.8210705518722534,0.03357808664441109
116,airplane accident,"California, USA",Like Iran shooting an airplane was an accident,1,Negative,-0.5618350561708212,0.5806249976158142,0.4005850851535797,0.01878994144499302
117,airplane accident,Unknown,Bing Bong Airplane Accident Remix,0,Neutral,-0.13819648325443268,0.18654422461986542,0.765108048915863,0.04834774136543274
118,airplane accident,Inside my head,Morgan is surprised to see Shaun back at work already and offers her condolences on his dad. Shaun says the airplan… https://t.co/SXwRBa7hj5,0,Neutral,0.020632758736610413,0.0947827622294426,0.7898017168045044,0.11541552096605301
119,airplane accident,Australia,"That’s a load of rubbish, there was never an imminent threat, Jesus Christ!!!Iran sho… https://t.co/C815DfZF7C",0,Negative,-0.8566286265850067,0.8688307404518127,0.11896714568138123,0.01220211386680603
120,airplane accident,"Greenwich, CT","Actually, blocking the internet was just an accident. You know, just like when Iran shot down the Ukrainian airplane.",1,Negative,-0.7899021846242249,0.7976991534233093,0.19450390338897705,0.007796968799084425
121,airplane accident,"Michigan, USA",Conclusion 8 on previous page is incorrect IMHO. “The witness observations of a streak of light we… https://t.co/tz4Xv7uXCw,0,Negative,-0.5962431710213423,0.6063714623451233,0.38350024819374084,0.010128291323781013
122,airplane accident,Iran,"The celebrities in Iran that are very sadly about our compatriots that killed with downing UK airplane,not only di… https://t.co/CtjVwIcH2v",0,Negative,-0.8555631963536143,0.861680269241333,0.1322026550769806,0.0061170728877186775
123,airplane accident,"Virginia, USA",So Iranian radars cannot tell the difference between an incoming missile and an out going Ukrainian airplane? What… https://t.co/hoeEJEUIHE,1,Negative,-0.5488107651472092,0.5591153502464294,0.43058010935783386,0.010304585099220276
124,airplane accident,West coast True north i stan juggalos,"Had a look at your timeline, i see you hate my coun… https://t.co/30cMQ9gsPj",0,Negative,-0.7827333584427834,0.7928282618522644,0.19707690179347992,0.010094903409481049
125,airplane accident,Unknown,"MILITARY MISTAKES, 1988 US-MILITARY SHOT DOWN AN IRANIAN PASSENGER AIRPLANE! 2020 IRANIAN MILITARY SHOT DOWN AN UKR… https://t.co/177gbnqiHt",1,Negative,-0.7015062049031258,0.7119218707084656,0.2776625454425812,0.010415665805339813
126,airplane accident,Unknown,Secret anti-spying services in the Middle East should be on high alert. The demolition of the commercial airplane U…,1,Negative,-0.5914736669510603,0.6118164658546448,0.3678407073020935,0.02034279890358448
127,airplane accident,هرجا که دلت باشد,"My friend i live here , believe me... Its our basic rights that know what happened… https://t.co/49nbXHuTfP",0,Neutral,0.07558564096689224,0.07394623011350632,0.7765219211578369,0.14953187108039856
128,airplane accident,Unknown,Secret anti-spying services in the Middle East should be on high alert. The demolition of the commercial airpl… https://t.co/9pZViFDPkv,1,Negative,-0.5528852716088295,0.5758423209190369,0.40120068192481995,0.022957049310207367
129,airplane accident,Unknown,How is it that Iran fired between 12 and 20 surface to surface missiles...…..then FIRED A SURFACE TO AIR MISSILE AT… https://t.co/mpkttFCAFB,0,Negative,-0.5179350459948182,0.5310433506965637,0.4558483064174652,0.01310830470174551
130,airplane accident,Unknown,"Basically, you killed the general, put the whole country into a confusing status, they shoot a civ… https://t.co/P1lKrqhP1Y",0,Negative,-0.8883522478863597,0.8931925296783447,0.10196710377931595,0.004840281791985035
131,airplane accident,GOV of Georgia♥️ Janny Cares,"No, I was referring to the shooting down of the airplane. I really do…",0,Neutral,-0.32493962720036507,0.3810475170612335,0.5628445744514465,0.056107889860868454
132,airplane accident,"Saskatchewan, Canada","No, I was referring to the shooting down of the airplane. I… https://t.co/xKVqRdtjhR",0,Neutral,-0.30555929988622665,0.32597115635871887,0.6536170244216919,0.020411856472492218
